19:39:01.972675 IP 10.0.0.5.49750 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2022989647, win 29200, options [mss 1460,sackOK,TS val 20875896 ecr 0,nop,wscale 7], length 0
19:54:51.280786 IP 10.0.0.5.38009 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1294531744, win 29200, options [mss 1460,sackOK,TS val 21113223 ecr 0,nop,wscale 7], length 0
19:54:51.443213 IP 10.0.0.5.38010 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2158663883, win 29200, options [mss 1460,sackOK,TS val 21113264 ecr 0,nop,wscale 7], length 0
19:54:51.594209 IP 10.0.0.5.38011 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 672247107, win 29200, options [mss 1460,sackOK,TS val 21113301 ecr 0,nop,wscale 7], length 0
19:54:51.745358 IP 10.0.0.5.38012 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2254799031, win 29200, options [mss 1460,sackOK,TS val 21113339 ecr 0,nop,wscale 7], length 0
19:54:51.912296 IP 10.0.0.5.38013 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 679091566, win 29200, options [mss 1460,sackOK,TS val 21113381 ecr 0,nop,wscale 7], length 0
19:54:52.064473 IP 10.0.0.5.38014 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1942602283, win 29200, options [mss 1460,sackOK,TS val 21113419 ecr 0,nop,wscale 7], length 0
19:54:52.228078 IP 10.0.0.5.38015 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3052308617, win 29200, options [mss 1460,sackOK,TS val 21113460 ecr 0,nop,wscale 7], length 0
19:54:52.378194 IP 10.0.0.5.38016 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 853856748, win 29200, options [mss 1460,sackOK,TS val 21113497 ecr 0,nop,wscale 7], length 0
19:54:52.529496 IP 10.0.0.5.38017 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1486215711, win 29200, options [mss 1460,sackOK,TS val 21113535 ecr 0,nop,wscale 7], length 0
19:54:52.681239 IP 10.0.0.5.38018 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1265985199, win 29200, options [mss 1460,sackOK,TS val 21113573 ecr 0,nop,wscale 7], length 0
19:54:52.830598 IP 10.0.0.5.38019 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 252660338, win 29200, options [mss 1460,sackOK,TS val 21113610 ecr 0,nop,wscale 7], length 0
19:54:52.982398 IP 10.0.0.5.38020 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1343539546, win 29200, options [mss 1460,sackOK,TS val 21113648 ecr 0,nop,wscale 7], length 0
19:54:53.133555 IP 10.0.0.5.38021 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 933795934, win 29200, options [mss 1460,sackOK,TS val 21113686 ecr 0,nop,wscale 7], length 0
19:54:53.283926 IP 10.0.0.5.38022 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 127444420, win 29200, options [mss 1460,sackOK,TS val 21113724 ecr 0,nop,wscale 7], length 0
19:54:53.444699 IP 10.0.0.5.38023 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3824854549, win 29200, options [mss 1460,sackOK,TS val 21113764 ecr 0,nop,wscale 7], length 0
19:54:53.599058 IP 10.0.0.5.38024 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3835984245, win 29200, options [mss 1460,sackOK,TS val 21113803 ecr 0,nop,wscale 7], length 0
19:54:53.750474 IP 10.0.0.5.38025 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1166875709, win 29200, options [mss 1460,sackOK,TS val 21113840 ecr 0,nop,wscale 7], length 0
19:54:53.901229 IP 10.0.0.5.38026 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1532426498, win 29200, options [mss 1460,sackOK,TS val 21113878 ecr 0,nop,wscale 7], length 0
19:54:54.051509 IP 10.0.0.5.38027 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 306606585, win 29200, options [mss 1460,sackOK,TS val 21113916 ecr 0,nop,wscale 7], length 0
19:54:54.201604 IP 10.0.0.5.38028 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1979871208, win 29200, options [mss 1460,sackOK,TS val 21113953 ecr 0,nop,wscale 7], length 0
19:54:54.356188 IP 10.0.0.5.38029 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1454868630, win 29200, options [mss 1460,sackOK,TS val 21113992 ecr 0,nop,wscale 7], length 0
19:54:54.509413 IP 10.0.0.5.38030 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 904416637, win 29200, options [mss 1460,sackOK,TS val 21114030 ecr 0,nop,wscale 7], length 0
19:54:54.665633 IP 10.0.0.5.38031 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 983545468, win 29200, options [mss 1460,sackOK,TS val 21114069 ecr 0,nop,wscale 7], length 0
19:54:54.827074 IP 10.0.0.5.38032 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3717345823, win 29200, options [mss 1460,sackOK,TS val 21114110 ecr 0,nop,wscale 7], length 0
19:54:54.990196 IP 10.0.0.5.38033 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2275705340, win 29200, options [mss 1460,sackOK,TS val 21114150 ecr 0,nop,wscale 7], length 0
19:54:55.143050 IP 10.0.0.5.38034 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3052440411, win 29200, options [mss 1460,sackOK,TS val 21114189 ecr 0,nop,wscale 7], length 0
19:54:55.310520 IP 10.0.0.5.38035 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3601182504, win 29200, options [mss 1460,sackOK,TS val 21114230 ecr 0,nop,wscale 7], length 0
19:54:55.515990 IP 10.0.0.5.60366 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1589546793, win 29200, options [mss 1460,sackOK,TS val 21114282 ecr 0,nop,wscale 7], length 0
19:54:56.602357 IP 10.0.0.5.60367 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3825357804, win 29200, options [mss 1460,sackOK,TS val 21114553 ecr 0,nop,wscale 7], length 0
19:54:57.487050 IP 10.0.0.5.60368 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3890564118, win 29200, options [mss 1460,sackOK,TS val 21114775 ecr 0,nop,wscale 7], length 0
19:54:58.367057 IP 10.0.0.5.60369 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 645723498, win 29200, options [mss 1460,sackOK,TS val 21114995 ecr 0,nop,wscale 7], length 0
19:54:59.230611 IP 10.0.0.5.60370 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1493862500, win 29200, options [mss 1460,sackOK,TS val 21115210 ecr 0,nop,wscale 7], length 0
19:55:00.166620 IP 10.0.0.5.60371 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2265519058, win 29200, options [mss 1460,sackOK,TS val 21115444 ecr 0,nop,wscale 7], length 0
19:55:01.261086 IP 10.0.0.5.60372 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3962218206, win 29200, options [mss 1460,sackOK,TS val 21115718 ecr 0,nop,wscale 7], length 0
19:55:02.218207 IP 10.0.0.5.60373 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 478021088, win 29200, options [mss 1460,sackOK,TS val 21115957 ecr 0,nop,wscale 7], length 0
19:55:03.187806 IP 10.0.0.5.60374 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3024351223, win 29200, options [mss 1460,sackOK,TS val 21116200 ecr 0,nop,wscale 7], length 0
19:55:03.589815 IP 10.0.0.5.51091 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1617089018, win 29200, options [mss 1460,sackOK,TS val 21116300 ecr 0,nop,wscale 7], length 0
19:55:03.603206 IP 10.0.0.5.51092 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1975480995, win 29200, options [mss 1460,sackOK,TS val 21116304 ecr 0,nop,wscale 7], length 0
19:55:03.616567 IP 10.0.0.5.51093 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 3484192719, win 29200, options [mss 1460,sackOK,TS val 21116307 ecr 0,nop,wscale 7], length 0
19:55:04.063400 IP 10.0.0.5.60380 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1569198234, win 29200, options [mss 1460,sackOK,TS val 21116419 ecr 0,nop,wscale 7], length 0
19:55:04.927064 IP 10.0.0.5.60384 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 277843641, win 29200, options [mss 1460,sackOK,TS val 21116635 ecr 0,nop,wscale 7], length 0
19:55:05.785789 IP 10.0.0.5.60385 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3083272775, win 29200, options [mss 1460,sackOK,TS val 21116849 ecr 0,nop,wscale 7], length 0
19:55:06.643869 IP 10.0.0.5.60386 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3518167182, win 29200, options [mss 1460,sackOK,TS val 21117064 ecr 0,nop,wscale 7], length 0
19:55:07.501208 IP 10.0.0.5.60388 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2827811936, win 29200, options [mss 1460,sackOK,TS val 21117278 ecr 0,nop,wscale 7], length 0
19:55:08.362813 IP 10.0.0.5.60389 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2217294580, win 29200, options [mss 1460,sackOK,TS val 21117493 ecr 0,nop,wscale 7], length 0
19:55:09.226366 IP 10.0.0.5.60390 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 138765451, win 29200, options [mss 1460,sackOK,TS val 21117709 ecr 0,nop,wscale 7], length 0
19:55:10.093616 IP 10.0.0.5.60391 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2881099797, win 29200, options [mss 1460,sackOK,TS val 21117926 ecr 0,nop,wscale 7], length 0
19:55:11.053701 IP 10.0.0.5.60392 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1277732797, win 29200, options [mss 1460,sackOK,TS val 21118166 ecr 0,nop,wscale 7], length 0
19:55:12.009707 IP 10.0.0.5.60393 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3021046996, win 29200, options [mss 1460,sackOK,TS val 21118405 ecr 0,nop,wscale 7], length 0
19:55:12.966815 IP 10.0.0.5.60394 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1892705636, win 29200, options [mss 1460,sackOK,TS val 21118644 ecr 0,nop,wscale 7], length 0
19:55:13.825752 IP 10.0.0.5.60395 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3903313054, win 29200, options [mss 1460,sackOK,TS val 21118859 ecr 0,nop,wscale 7], length 0
19:55:14.688085 IP 10.0.0.5.60396 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3396783766, win 29200, options [mss 1460,sackOK,TS val 21119075 ecr 0,nop,wscale 7], length 0
19:55:15.653518 IP 10.0.0.5.60397 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 848905908, win 29200, options [mss 1460,sackOK,TS val 21119316 ecr 0,nop,wscale 7], length 0
19:55:16.615035 IP 10.0.0.5.60398 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2210562741, win 29200, options [mss 1460,sackOK,TS val 21119557 ecr 0,nop,wscale 7], length 0
19:55:17.484071 IP 10.0.0.5.60399 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1049317160, win 29200, options [mss 1460,sackOK,TS val 21119774 ecr 0,nop,wscale 7], length 0
19:55:18.390788 IP 10.0.0.5.60400 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 592771573, win 29200, options [mss 1460,sackOK,TS val 21120000 ecr 0,nop,wscale 7], length 0
19:55:19.348841 IP 10.0.0.5.60401 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3166109664, win 29200, options [mss 1460,sackOK,TS val 21120240 ecr 0,nop,wscale 7], length 0
19:55:20.231314 IP 10.0.0.5.60402 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3432393976, win 29200, options [mss 1460,sackOK,TS val 21120461 ecr 0,nop,wscale 7], length 0
19:55:21.086277 IP 10.0.0.5.60403 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1667297335, win 29200, options [mss 1460,sackOK,TS val 21120674 ecr 0,nop,wscale 7], length 0
19:55:21.944838 IP 10.0.0.5.60404 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1910236705, win 29200, options [mss 1460,sackOK,TS val 21120889 ecr 0,nop,wscale 7], length 0
19:55:22.800152 IP 10.0.0.5.60405 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 414707035, win 29200, options [mss 1460,sackOK,TS val 21121103 ecr 0,nop,wscale 7], length 0
19:55:23.756028 IP 10.0.0.5.60406 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2860208734, win 29200, options [mss 1460,sackOK,TS val 21121342 ecr 0,nop,wscale 7], length 0
19:55:24.620340 IP 10.0.0.5.60407 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1423190780, win 29200, options [mss 1460,sackOK,TS val 21121558 ecr 0,nop,wscale 7], length 0
19:55:25.481635 IP 10.0.0.5.60408 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 349175565, win 29200, options [mss 1460,sackOK,TS val 21121773 ecr 0,nop,wscale 7], length 0
19:55:26.442277 IP 10.0.0.5.60409 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 669990674, win 29200, options [mss 1460,sackOK,TS val 21122013 ecr 0,nop,wscale 7], length 0
19:55:27.305027 IP 10.0.0.5.60410 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 759218398, win 29200, options [mss 1460,sackOK,TS val 21122229 ecr 0,nop,wscale 7], length 0
19:55:28.266510 IP 10.0.0.5.60411 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1922126994, win 29200, options [mss 1460,sackOK,TS val 21122469 ecr 0,nop,wscale 7], length 0
19:55:28.772932 IP 10.0.0.5.51128 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 4022763256, win 29200, options [mss 1460,sackOK,TS val 21122596 ecr 0,nop,wscale 7], length 0
19:55:28.785058 IP 10.0.0.5.51129 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1452633206, win 29200, options [mss 1460,sackOK,TS val 21122599 ecr 0,nop,wscale 7], length 0
19:55:28.797599 IP 10.0.0.5.51130 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 3438521598, win 29200, options [mss 1460,sackOK,TS val 21122602 ecr 0,nop,wscale 7], length 0
19:55:29.123301 IP 10.0.0.5.60416 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 4131916077, win 29200, options [mss 1460,sackOK,TS val 21122684 ecr 0,nop,wscale 7], length 0
19:55:30.091270 IP 10.0.0.5.60417 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1101093012, win 29200, options [mss 1460,sackOK,TS val 21122926 ecr 0,nop,wscale 7], length 0
19:55:31.051824 IP 10.0.0.5.60418 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2937248668, win 29200, options [mss 1460,sackOK,TS val 21123166 ecr 0,nop,wscale 7], length 0
19:55:34.624330 IP 10.0.0.5.60422 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 153683752, win 29200, options [mss 1460,sackOK,TS val 21124059 ecr 0,nop,wscale 7], length 0
19:55:35.487038 IP 10.0.0.5.60423 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 224717453, win 29200, options [mss 1460,sackOK,TS val 21124275 ecr 0,nop,wscale 7], length 0
19:55:36.364847 IP 10.0.0.5.60424 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 608604649, win 29200, options [mss 1460,sackOK,TS val 21124494 ecr 0,nop,wscale 7], length 0
19:55:37.329767 IP 10.0.0.5.60425 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3394774867, win 29200, options [mss 1460,sackOK,TS val 21124735 ecr 0,nop,wscale 7], length 0
19:55:38.191026 IP 10.0.0.5.60427 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2026768389, win 29200, options [mss 1460,sackOK,TS val 21124951 ecr 0,nop,wscale 7], length 0
19:55:39.060806 IP 10.0.0.5.60430 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 910955870, win 29200, options [mss 1460,sackOK,TS val 21125168 ecr 0,nop,wscale 7], length 0
19:55:39.921856 IP 10.0.0.5.60433 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 322227146, win 29200, options [mss 1460,sackOK,TS val 21125383 ecr 0,nop,wscale 7], length 0
19:55:40.783123 IP 10.0.0.5.60434 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3562424556, win 29200, options [mss 1460,sackOK,TS val 21125599 ecr 0,nop,wscale 7], length 0
19:55:41.646398 IP 10.0.0.5.60436 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2123009886, win 29200, options [mss 1460,sackOK,TS val 21125814 ecr 0,nop,wscale 7], length 0
19:55:42.512792 IP 10.0.0.5.60437 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1715155380, win 29200, options [mss 1460,sackOK,TS val 21126031 ecr 0,nop,wscale 7], length 0
19:55:43.373070 IP 10.0.0.5.60438 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2269346033, win 29200, options [mss 1460,sackOK,TS val 21126246 ecr 0,nop,wscale 7], length 0
19:55:44.234008 IP 10.0.0.5.60439 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1165372276, win 29200, options [mss 1460,sackOK,TS val 21126461 ecr 0,nop,wscale 7], length 0
19:55:45.091103 IP 10.0.0.5.60440 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3885287591, win 29200, options [mss 1460,sackOK,TS val 21126676 ecr 0,nop,wscale 7], length 0
19:55:46.051609 IP 10.0.0.5.60441 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1216565404, win 29200, options [mss 1460,sackOK,TS val 21126916 ecr 0,nop,wscale 7], length 0
19:55:47.019956 IP 10.0.0.5.60442 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 4177167244, win 29200, options [mss 1460,sackOK,TS val 21127158 ecr 0,nop,wscale 7], length 0
19:55:47.878436 IP 10.0.0.5.60443 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 432740369, win 29200, options [mss 1460,sackOK,TS val 21127372 ecr 0,nop,wscale 7], length 0
19:55:48.746785 IP 10.0.0.5.60444 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1075419167, win 29200, options [mss 1460,sackOK,TS val 21127589 ecr 0,nop,wscale 7], length 0
19:55:49.609136 IP 10.0.0.5.60445 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1414487476, win 29200, options [mss 1460,sackOK,TS val 21127805 ecr 0,nop,wscale 7], length 0
19:55:50.588066 IP 10.0.0.5.60446 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1345338058, win 29200, options [mss 1460,sackOK,TS val 21128050 ecr 0,nop,wscale 7], length 0
19:55:51.450517 IP 10.0.0.5.60447 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1019466751, win 29200, options [mss 1460,sackOK,TS val 21128265 ecr 0,nop,wscale 7], length 0
19:55:52.322529 IP 10.0.0.5.60448 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2323424555, win 29200, options [mss 1460,sackOK,TS val 21128483 ecr 0,nop,wscale 7], length 0
19:55:53.184718 IP 10.0.0.5.60449 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 2552788568, win 29200, options [mss 1460,sackOK,TS val 21128699 ecr 0,nop,wscale 7], length 0
19:55:53.941100 IP 10.0.0.5.51166 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 2477415698, win 29200, options [mss 1460,sackOK,TS val 21128888 ecr 0,nop,wscale 7], length 0
19:55:53.954499 IP 10.0.0.5.51167 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 695189914, win 29200, options [mss 1460,sackOK,TS val 21128891 ecr 0,nop,wscale 7], length 0
19:55:53.969203 IP 10.0.0.5.51168 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1565798385, win 29200, options [mss 1460,sackOK,TS val 21128895 ecr 0,nop,wscale 7], length 0
19:55:54.047622 IP 10.0.0.5.60454 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 3810530565, win 29200, options [mss 1460,sackOK,TS val 21128915 ecr 0,nop,wscale 7], length 0
19:55:54.912469 IP 10.0.0.5.60455 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 905922077, win 29200, options [mss 1460,sackOK,TS val 21129131 ecr 0,nop,wscale 7], length 0
19:55:55.916553 IP 10.0.0.5.60456 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1524895933, win 29200, options [mss 1460,sackOK,TS val 21129382 ecr 0,nop,wscale 7], length 0
19:55:56.785329 IP 10.0.0.5.60457 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 352464368, win 29200, options [mss 1460,sackOK,TS val 21129599 ecr 0,nop,wscale 7], length 0
19:55:57.750942 IP 10.0.0.5.60458 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 566829672, win 29200, options [mss 1460,sackOK,TS val 21129841 ecr 0,nop,wscale 7], length 0
19:55:58.627521 IP 10.0.0.5.60459 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 1096328185, win 29200, options [mss 1460,sackOK,TS val 21130060 ecr 0,nop,wscale 7], length 0
19:55:59.487887 IP 10.0.0.5.60460 > blob.db4prdstr01a.store.core.windows.net.http: Flags [S], seq 775019171, win 29200, options [mss 1460,sackOK,TS val 21130275 ecr 0,nop,wscale 7], length 0
